[22, 51, -34, -61, -10, 55, 43, -76, -30, -81, -30, 24, 56, 14, 59, 54, 67, 55, 94, 72, 30, 21, 71, 49, -44, -60, -41, -1, 4, -29, 97, -69, 49, 12, -47, -42, 62, -40, 57, 21, 4, 86, 100, 93, 93, 88, -43, 47, 9, 77, 70, -83, 12, 49, 34, -54, -52, -62, -85, 32, -16, -48, -96, 41, -58, -15, -33, -8, 88, -95, -56, 63, 44, 61, -30, -97, 40, 18, -11, 85, 38, 19, 25, 2, 4, 57, -52, 3, 30, 27, -42, -28, 83, -36, 95, -13, 97, -73, 75, -83, 30, 24, 34, 43, 21, -41, -42, -87, -97, -18, 60, -6, 31, 32, 13, -30, -15, -49, -28, 75, -71, 55, -16, -23, -62, 60, -41, -21, 73, 99, 85, 10, -31, -84, -48, -34, 99, -90, 30, -38, 90, -44, -95, -18, -44, 13, 40, 49, 60, 33]
[8, 64, 49, 65, 35, -71, -73, -71, 37, 79, 26, -31, 79, -86, 54, -60, -57, 24, -26, -12, -73, 23, 27, -38, -94, 29, 42, 42, 14, -91, 66, 39, 80, 23, -40, -73, -87, 91, -59, 36, -6, 6, 40, -29, 74, -19, -14, 45, -97, 16, -92, -71, 72, -63, -55, -83, -95, -7, 44, 15, -81, -28, 98, -84, 30, -97, 50, -43, 60, 79, -76, 43, -78, -47, 33, -1, 0, 97, -47, -62, 66, -94, 32, -28, -26, 51, -13, -16, 21, 50, -22, 88, 25, -78, -31, 80, 23, 15, 66, 14, -78, -83, -94, -35, 25, -99, 32, 8, -66, -10, 79, 72, 17, -74, -43, 89, -63, -38, 86, 1, 8, 89, -91, -47, -78, -34, 30, -93, 64, 73, 65, -73, -48, 44, 38, -11, -29, -20, 14, 25, 85, -32, -59, -66, -53, 14, -73, -40, 69, 27]
[64, 9, -84, -91, 35, -21, 33, -36, 90, -29, 89, -1, -15, 44, -29, 44, 54, -12, 51, 62, -19, -51, 40, -9, -49, -73, 19, 38, -73, -3, -86, 79, 32, 37, -54, 44, -68, 60, 0, 87, -86, -43, 35, 13, 83, -61, 50, 78, -31, -16, 89, -25, -17, -46, 55, -64, -56, -90, 42, 87, 24, -8, 45, -35, 19, 81, 12, 35, 91, -92, -1, -87, 98, 37, 57, 25, -34, -63, 70, 24, 82, 49, -75, -97, -49, -22, -86, -21, 39, -17, -53, -99, 0, -81, -64, 98, 2, -57, -81, -90, 75, -47, -75, 66, -75, -21, -41, -57, -11, 52, 28, 26, 27, -72, -56, 35, -8, 4, 59, -91, 88, 4, -85, -5, -40, -11, 29, -36, 98, -37, -62, 6, -61, 74, -86, -100, 38, 18, 85, -62, 5, -94, -47, 42, -4, 99, -43, -84, 98, -76]
[83, 57, 37, 51, 92, -3, 44, -46, 28, -51, -62, 75, 91, 15, 90, -58, -6, -50, 98, -5, 67, -12, 25, 54, -86, -59, 83, 89, 90, 28, 51, 67, 62, -84, 79, -9, -33, -86, -60, -43, 97, 94, -95, 1, -29, 84, -36, 21, 8, -80, 9, -56, -97, -75, -1, -32, 19, -16, -6, -63, -91, -32, 57, -28, 92, -84, 9, -61, -84, 73, 37, 54, 43, 82, 89, 39, -57, -65, 29, -66, 64, -6, -44, 87, 50, 9, -39, -49, -93, -55, -27, -96, 44, 91, -67, 57, -71, -67, -96, -80, -34, -77, -88, 52, -88, -40, 64, 20, 8, -16, -83, 86, 76, -14, -62, 71, -94, 55, -26, -13, -100, -84, 45, -100, -30, 63, 59, 20, 49, 96, 62, 74, -88, 5, 27, -11, -70, -79, 39, 51, 31, 18, 70, 62, -59, 47, -30, 94, -82, 52]
[80, -75, 99, -63, 28, 78, -98, -7, -43, -81, -28, -89, 6, 82, -56, 42, 65, -53, 54, 67, -57, -17, -56, -92, 34, -26, -53, -7, 66, -21, 58, 50, 98, -58, -7, 24, 87, 93, 64, 26, -23, -40, 99, -65, -14, 69, 32, 54, -11, 10, -4, 78, -23, 78, -8, -99, 27, -39, -10, 6, 17, -48, -50, -22, -75, 88, 41, -30, 55, 99, -89, -87, 91, -51, -32, -63, -18, -62, -78, -44, -46, 34, 68, -29, -80, 30, -16, 38, 46, -18, -89, 34, 56, 24, 4, 10, -35, -100, 62, -41, -14, -87, -24, 85, -67, -62, -80, -50, 30, 68, -5, -32, 25, 65, 92, 82, -14, 84, -56, 60, -31, -48, 13, 36, 100, 65, -74, 58, -50, -36, 22, 35, 64, 100, -16, -99, -35, 45, -21, 83, 66, -70, -52, -100, 70, -74, 40, -79, -44, -1]
[-82, 85, -100, 77, -21, -31, 35, -13, 55, -39, 78, -14, -46, -31, 76, 54, 60, 66, 50, -35, 79, 47, 76, 98, -20, -64, -40, -69, 42, -45, -95, -51, -23, -7, 4, 19, -35, 39, 17, -30, -41, -39, 62, 90, 31, -87, -70, -20, -45, 56, -43, 61, 98, 68, 56, 42, -94, 39, 8, 47, 79, 20, 47, 66, -47, -60, 32, 82, -30, -55, 52, 81, 8, 77, -86, 8, 64, 75, 42, -56, -97, -27, 5, -24, -68, -30, 12, 54, 29, 64, 60, -70, -71, -87, 7, 31, -67, 41, 49, -50, 17, 92, -5, 26, 82, 73, -13, 36, -45, -35, -69, 91, -63, 35, 55, 65, -3, 39, 82, -54, -87, -21, 0, 82, -50, 44, -35, 62, -64, 83, 37, -26, -66, -43, 30, 26, -70, 89, 80, 77, 33, -19, -84, -15, 48, 28, 41, 55, -99, -48]
[-32, 69, -11, 61, -67, 87, 76, 75, -51, -40, 83, -24, 35, 93, 96, 99, -24, 80, -42, -59, 89, -12, -55, 0, 38, -93, -71, 22, 82, 85, 98, -43, -99, -95, -85, -10, 14, -94, -61, 63, 72, -91, 25, 96, -78, 54, -83, 9, -40, 51, 9, 20, -28, -20, 31, 13, 78, -2, 43, 61, -3, -55, 24, 60, -40, -70, 26, -40, 31, 9, 13, 89, -20, -35, 54, -14, 90, -61, 92, -22, 25, 37, 89, 29, -27, 63, 71, -56, -26, -56, -30, -42, -9, 11, -55, -11, -11, -83, 90, 51, -100, 30, 22, -41, -85, -5, -81, 59, -8, -46, 6, 98, -33, 72, 92, -99, -51, 22, -36, 39, -3, -93, 58, -74, 93, -44, -68, -1, -42, -47, 29, 72, -31, -84, 81, 46, 30, -42, -19, 9, 69, 17, 7, 87, -37, 6, 9, 57, -51, -73]
[44, -75, 73, -50, -32, -17, 94, -30, 73, 62, -66, -36, 36, -36, -60, 99, 9, -97, -4, 35, -11, 59, -38, -75, 58, 50, 34, 43, -69, -39, -58, -65, -62, 48, 58, -47, -84, -32, 54, -36, -100, 99, -16, 65, 5, 88, 35, -58, -100, -81, 1, -22, 89, -55, -75, 6, 97, 91, -24, 67, -85, -80, 93, 96, 96, -45, 60, -11, 35, -96, -13, -42, -65, -94, -12, -54, 73, -39, 3, 0, 27, 62, 21, 36, -76, 54, 68, 63, -69, 40, -85, -2, 13, -100, -84, -91, 27, -78, -54, -92, -42, -23, 73, -24, 53, -10, -80, -5, 56, 47, -82, -99, -36, 71, 86, 91, 98, -97, -29, 66, -3, -29, -53, 75, 20, -46, 36, 71, -19, 88, 40, 65, 82, 4, 33, -79, -78, 100, -15, -62, -81, -66, 59, 33, 76, -17, 58, 96, 4, -12]
[24, -89, -3, -99, 69, -18, 10, -6, 75, -93, 80, -79, 4, 12, -76, -68, -76, 17, -48, 35, 56, -60, 11, -25, -100, -83, 21, 89, 36, -70, 36, -85, -55, 67, 87, 41, 60, 45, 33, 68, -31, -59, -8, 29, 35, -36, -96, 32, -2, -46, 92, -83, 39, -7, -51, -72, 15, -56, -42, 5, 89, 8, -45, -94, 43, 76, -73, -77, -57, -45, -31, 96, 12, 38, 43, -21, -26, -27, 5, 100, 9, -1, -92, -8, -62, 83, 92, 95, -74, 98, 24, -26, -26, -26, -22, -3, -55, -23, -78, 83, -13, -63, -98, 15, -79, -91, -22, 15, -81, -21, -85, 5, 53, -59, 5, -44, 39, -27, -60, -81, -61, 2, -73, -29, 62, 37, -29, 87, 21, -39, -27, -50, 58, 57, 87, -88, 5, -71, 53, -52, 12, -32, 56, 9, 9, 10, -7, 42, 22, -31]
[-86, -79, 97, -85, -21, 61, -65, 65, -11, -53, 73, -84, 46, 82, 58, -52, 54, 66, 28, -68, 36, 85, 11, 75, 23, 59, 63, 76, 26, 37, -62, -93, 85, -96, -43, -72, -70, -21, 88, 56, 92, -68, -83, -30, 65, -42, 47, -89, -90, 84, 38, -82, -65, 56, -57, -17, -24, 33, -48, -61, -4, 0, 95, 63, 25, 32, 40, 8, -41, -46, -70, 97, 33, 90, -28, 81, 19, 92, -34, -90, 98, 51, 73, 100, -59, 31, 48, -28, -65, -45, 15, 21, 64, -24, 63, -54, 8, 85, 62, 82, -74, -76, -5, 50, -97, -45, -55, 99, -59, -39, 76, -30, -46, -93, -86, 95, 70, 64, 10, 37, 94, 89, 78, 11, 2, 0, -5, -57, -38, 6, 35, 90, 63, -6, 91, 0, 42, 0, 58, 29, -28, 75, 81, 3, 95, -46, -100, -57, 98, -94]
[-75, 3, 14, -50, 61, 43, -48, 81, 8, 82, -66, 83, 77, 15, -72, -77, 79, -70, -30, -97, -2, -57, -86, 24, -95, -36, -26, -42, -48, -65, -94, -40, -30, -21, -98, -40, -23, -57, 22, 13, -27, -31, 97, 1, -61, -37, -45, 89, -98, -24, -73, 85, -83, -42, 47, 38, -74, -46, 2, -43, 90, 89, -100, -60, 48, -88, 56, -19, 78, 25, -86, -85, -4, 32, 37, -53, 83, 17, -95, -22, 87, -13, 31, -40, -54, 11, 34, 76, -11, 11, 73, 36, 64, -28, -53, 74, 8, 71, 25, 81, 76, 82, 56, 51, -44, 71, -99, 6, 13, 35, -42, 13, -27, -35, 24, 1, 48, -15, 91, -85, -6, 26, 30, -29, 51, -21, -54, 62, -52, -92, -45, 82, 87, -13, 49, -36, -31, 46, -54, 85, 91, 57, 34, 28, -12, -4, -83, 94, -40, 52]
[-7, -48, 84, -52, 48, 89, 60, -87, 41, -79, -80, 57, -44, -51, 46, -23, -39, -88, -34, 28, 41, -14, -77, 97, -7, 39, -45, 17, -63, -6, 54, 60, 88, 47, -50, -38, 78, -46, 91, -1, 85, 71, 29, -27, -67, 55, 43, 100, -31, 31, 91, 60, 64, 46, 59, -43, 4, -77, 90, -58, -64, 80, -8, -94, 11, -41, 39, -88, -53, -83, 78, 93, -16, 92, 97, 12, -86, 77, -26, -7, -71, 71, -67, 47, -14, 69, 42, 56, 35, 4, 99, 46, 24, -52, 10, 79, 41, -58, 40, -81, 50, -6, 68, 51, -6, 70, -46, 42, 17, 69, 76, -18, 85, 0, -51, -19, 10, 69, -54, 64, -36, -56, 68, 56, -54, -76, -86, -95, -8, 87, 68, 10, 13, -41, -31, -93, -35, -44, -43, 19, -19, 1, -69, -64, -98, -54, 46, 10, -55, 83]
[-52, 76, -13, -89, -84, -69, 26, -74, -26, -90, 72, -34, 87, -50, -12, 30, 71, 1, 11, -88, -33, 61, -39, -5, -36, -66, -84, 38, 86, 60, 70, 23, -57, -12, -4, -43, 82, -83, 34, 3, -6, -40, 58, 26, -35, -32, 92, 40, 96, 41, -59, -17, -49, 40, -84, 26, -82, -38, 25, -33, -35, 1, 42, -52, -48, -56, 7, 67, 27, 30, -53, -50, -20, 91, -61, 88, -76, -56, 42, -18, 0, 5, 40, -70, -49, -21, -23, -62, -55, -49, 25, -77, -37, 65, 40, 76, -98, 15, -48, 15, -21, -66, -25, 35, -66, 10, 21, -100, -46, -53, -1, -35, -3, -94, 60, 60, -44, 23, 10, 11, 63, 74, -3, -24, -15, -68, 17, 17, -52, -36, 24, -18, -54, 41, 33, -73, 83, -95, 100, -13, 94, 80, 98, 7, -43, -17, -98, 96, -38, 63]
[-32, -78, -96, 94, 23, 5, 42, 11, -12, -26, 26, 7, -86, -39, -25, 32, 31, 22, 94, 44, 39, -81, -50, -47, 73, 94, -51, 41, 83, 91, -77, 92, -71, -90, 26, -79, 91, -27, -81, -5, -74, -2, 59, -23, -74, -31, -72, -60, -38, 0, -12, -37, 49, 58, -42, 19, 72, 49, -65, 53, -51, 45, 63, -34, 26, 76, 71, 23, 42, -42, 97, 93, 80, 68, -30, 55, 11, -45, 48, -91, 20, 20, -58, -35, 10, 45, 5, 92, -9, 92, 89, -68, 76, 66, -80, 26, 27, 93, -100, 73, 21, -51, 5, -6, 25, 20, -11, 16, -2, -93, -8, 71, 41, 94, 77, 13, 51, -52, -51, -43, 88, 60, 52, -83, -94, -21, 43, 42, -75, -53, 39, 8, -58, -87, 70, 83, 27, -57, 62, 24, 14, 99, 55, -91, 73, -97, 92, 5, -41, 2]
[41, 6, 40, 8, 42, 32, 17, -63, -44, 41, -23, -38, -3, -7, 20, 79, 5, 100, 60, 54, -80, -1, -65, 49, 32, 86, 79, -19, -7, 67, -27, 97, 97, 39, 70, -34, -27, -88, -100, -26, 88, -12, 32, 10, -20, 47, 65, -41, -98, 19, 56, 55, 69, 19, 66, -73, 2, -98, 99, 31, 6, -23, 42, -43, 30, -43, 2, 40, 49, 36, -33, 86, 28, -72, -67, -95, -47, -99, 55, -15, 99, 17, 63, -47, 17, -37, 32, -42, 4, 41, -34, 98, 6, 31, 4, -82, -42, 41, 42, 39, 21, 0, 94, -19, 3, 92, 14, 95, 91, 16, -56, -92, 23, 65, -98, -33, 73, 50, -24, -1, -36, -81, 23, -95, -13, 91, 7, 29, -71, -68, 8, 64, 8, 89, 61, -96, 51, -5, -1, 75, 64, -27, 34, -7, 45, 77, 13, 86, 70, 37]
[-1, -76, 90, 52, -68, 94, -14, 75, -7, -91, 98, 92, -37, -50, 0, -96, -94, 44, -49, 29, -31, 15, -58, -83, 13, -28, 32, 84, 60, 76, -23, -22, 14, -60, -13, -63, 60, -100, 95, -42, 31, -94, 32, 66, -94, 21, -32, 42, -97, -55, 63, 19, -3, 6, -18, -36, -81, 2, 10, 49, -42, 27, 90, -9, -42, 82, 4, -10, 73, 45, 93, 73, 11, -66, 64, 24, 55, 80, -31, -1, 56, 24, 91, 76, -65, 49, 42, -43, 4, 74, 79, 10, 46, -80, -14, 22, 37, -16, 49, -42, -22, -61, 67, 40, -61, -98, -87, 43, -93, -24, -90, -51, 67, 22, -31, 25, 65, -7, -92, 0, 54, 97, -93, -46, -43, 80, 38, -21, 51, -10, 45, -24, 94, 9, 36, -35, -53, 53, -53, -87, 55, -32, 91, -89, 31, -73, 93, -45, 12, -87]
[97, -81, -82, -86, -35, 91, 5, 39, -34, 89, 4, -64, 55, -70, 67, -81, -38, 43, -61, 28, 71, 13, 43, -72, -18, -34, 48, 48, 50, -33, 36, 30, 76, 12, -92, -16, 3, 32, 53, 49, -95, -77, -69, 29, -42, 56, 51, 81, 25, -26, -59, 98, 74, 5, 17, 63, 43, -24, -21, -69, 56, 31, -65, -80, -68, -25, 22, 17, -89, -61, 31, -16, -53, -58, -12, 19, 58, -29, 35, -50, 54, 30, -73, -31, -52, 1, 9, -79, 81, -49, -43, -25, -46, -50, -2, 83, -39, -67, 16, 100, 9, 29, -1, 84, 81, -36, 54, -36, 63, 88, -52, -13, -52, -67, 43, 100, -16, -44, 64, -86, 84, 35, -84, 33, -56, 17, -100, 37, 54, -96, -16, 84, 14, 36, 44, -19, 85, -20, -24, -94, 26, 37, -65, 34, 87, -40, -7, 92, 69, -45]
[100, -35, 57, 14, 53, -99, 66, 2, 63, 23, 85, -40, 13, -33, -91, 91, -27, -39, 43, -32, 12, -51, 100, -81, 92, -7, -83, -3, 52, 8, -46, 71, 96, -67, 71, -7, -15, 9, -64, -44, -16, 73, -58, 0, 14, 94, -95, 3, 15, -37, -16, 3, 50, -20, -30, -3, 18, 19, 53, -24, -80, -80, -49, 39, -99, 23, 93, 4, -86, 54, -59, 51, 52, 88, 56, 84, -92, -14, 85, -73, 63, -90, 17, -86, 90, 26, -88, -91, 25, 77, 86, -36, 33, -64, -24, 81, 73, 43, -90, 40, 58, -87, -71, 32, 72, 64, -35, -84, -19, -70, 84, -61, -52, -49, -37, -21, 47, 9, -64, -39, 26, -78, -88, 83, 34, -96, 5, 57, -2, -32, -33, -98, 55, -35, -31, -98, 59, -85, 29, 50, 71, 68, 99, 18, 51, 99, 84, -12, 4, 69]
[56, 35, 74, 36, -59, 86, -38, -96, -33, 43, 93, 77, 8, 99, 52, -10, 63, -78, 77, -3, -1, 17, 87, -19, 41, -52, 74, 73, 25, 36, 28, 35, 97, -16, 89, -49, 5, -90, 65, 97, 25, 95, 36, 57, -29, 42, 59, -64, -66, 32, 41, -1, -82, 24, 41, 68, -75, 12, 71, -67, -94, 79, -86, 41, 38, -60, 56, 12, -88, 35, 2, -100, 23, 24, 0, 32, -64, -28, -75, -51, -79, 100, -61, -48, -81, 32, 54, 12, 85, 7, 81, -2, -6, 77, 98, 7, -9, -62, -52, 33, -15, 94, -10, 61, 86, -59, -3, -40, -100, 72, 55, -91, 33, -42, -71, 56, -30, -7, -41, -57, 89, -19, -25, 84, 21, -46, -25, -74, -24, 27, -36, -69, 81, -12, -40, 17, 79, -18, 96, 20, 82, -33, 85, -76, -45, -66, -38, -17, 5, 69]
