[-26, -20, -63, 68, -74, 48, 71, -86, 48, 27, -11, 28, -14, -29, 94, 8, -67, -18, -78, -41, 37, -56, 54, -70, 93, 5, 80, 34, -78, -8, -32, 3, 1, 82, -1, 71, -40, -59, -54, -31, -48, 7, -72, 93, 16, -40, 21, -19, 47, -80, -60, 13, 29, -8, -45, -19, -9, -72, 59, 22, 53, 80, 45, 9, 20, 7, 31, 19, 42, 86, 19, -88, -35, 41, 15]
[-54, -38, 39, -95, 61, 87, -97, 1, -3, -25, 51, 10, -3, 50, 19, -75, -69, 36, -12, 24, 54, -84, -62, 6, 51, -24, -21, 20, -59, -7, -50, 18, 30, 53, -93, 48, 33, 75, 80, -18, -53, -40, 87, 37, 78, 69, 79, 5, 36, 23, 92, 61, 94, 28, -27, 31, -99, 94, -70, -70, -37, -40, 60, 91, -71, -22, -81, 80, -81, -88, 83, 47, 44, 81, 33]
[-99, 22, 64, -71, 18, 4, 60, 53, 27, -38, -11, -49, -89, -47, -76, 29, -2, 70, 40, 11, -22, 28, -48, 4, 82, 97, -17, 78, 48, 87, -93, 40, 100, -33, 7, -28, 27, -22, 59, 10, -37, 76, 31, -7, 81, 68, 95, -58, -39, 47, 82, 95, 89, 37, 27, -23, 77, 88, 57, 83, -27, 96, -67, -19, 64, -93, -53, 57, 2, 39, -46, -15, 20, 7, 76]
[2, -62, -76, 36, -53, 14, -80, 87, 68, -77, 96, -31, -51, -1, 98, 98, -42, -36, -19, 25, -2, 31, 59, 56, -43, -29, -78, -84, -20, 47, -81, 74, 63, -84, 5, 78, -14, -6, -30, -54, 22, 21, -51, 54, 33, 79, 74, -19, 12, 8, 5, -53, 34, 100, 86, 19, -41, 30, 0, -34, 71, 70, 92, -21, 82, 29, 0, 42, -22, 37, 63, 10, 66, 90, 80]
[38, 43, -42, -47, 12, -44, 90, -67, 42, -68, 9, -10, -72, 25, 73, 21, 22, -22, -84, 56, 10, 37, 57, -41, -21, -86, -85, 42, 40, -96, -14, 20, 67, 35, -42, -21, 3, 85, 44, -44, 40, 81, 3, 84, 50, 15, -34, -2, 75, -29, -2, 28, -47, 47, 42, 12, -22, 52, -8, -3, 16, 19, -11, 99, -79, -61, 39, -8, 87, -49, -76, -81, -80, 38, 75]
[-83, -35, 70, -95, -34, 60, 29, 99, -83, -6, 25, 85, 2, -69, -21, -97, 23, -3, 10, -96, 20, 50, -9, 1, -6, 36, 47, -92, 20, 99, 22, -95, -59, 43, 79, -95, -61, -56, 82, 81, 86, -78, 30, -17, -64, 54, 84, 15, 64, -69, 80, 85, -46, -53, -13, 60, 98, -28, -92, 10, 18, -38, 70, -9, 93, -28, 66, -37, 27, -32, 50, -93, 19, 59, -50]
[-99, 5, 8, -34, 45, 60, 86, -34, -58, 77, 73, -88, 61, -78, -88, -84, -73, -1, -28, 44, 53, 0, 84, -90, -29, 37, 54, -32, 24, -35, -83, -100, -46, -93, 98, 45, 47, -44, 0, 45, -12, -65, 56, 63, -6, -21, -76, -79, 12, 49, 68, -98, 66, 43, 76, -32, 72, -34, 25, 31, 43, -71, 32, 2, -88, -9, 3, 25, -24, 23, 11, -10, 71, -33, -82]
[-93, -3, 21, -65, 87, -15, -83, -88, 38, -55, -49, 52, -91, -16, 99, 54, 37, -13, 41, -66, -75, 5, 0, 44, 19, 10, 86, -42, -41, 82, -100, 2, 24, 88, -27, -58, 49, -39, -87, 45, -84, 67, -51, -18, -95, 13, -66, -45, -74, 77, -11, -74, -97, -20, 91, 91, -59, 34, -56, -40, 28, 77, 24, -36, -20, 78, 26, -55, -75, 19, 86, 41, 55, 47, 37]
[-86, 50, -38, -4, 55, -88, 43, 69, -23, -31, -1, 24, -25, -49, 48, 76, -67, -20, -55, -46, -37, -81, 1, -77, -9, -17, 43, -31, -60, 13, -54, -27, 1, -77, -82, 61, -40, -88, 30, -100, 37, -41, 12, -17, 65, -25, 48, 62, -22, 49, 57, -11, 38, -72, 39, 18, 20, 29, -26, -83, -2, -60, -6, 83, -66, 35, 58, 83, -11, 21, -25, -31, 60, -63, -98]
[-23, -9, -12, 96, -64, 54, 100, 64, -80, -82, -27, 77, -83, 66, 81, 43, 90, 87, -50, -48, -19, 27, 13, -24, -86, -7, 18, 26, 78, 36, 73, 24, 16, -27, -48, 75, 48, -50, -37, 34, -31, 82, -46, 24, 19, 77, -79, 43, 100, 85, -37, 10, -34, -5, 17, -38, -66, 10, 80, 16, -7, -85, 60, 88, 22, 78, 18, -95, -67, -48, 21, 99, 33, 32, -57]
[11, -78, 9, 17, -97, -3, 9, 48, -22, 22, 43, -84, -76, 97, 81, 84, -10, -58, -7, -93, 90, -44, -58, 73, 8, -88, -11, 42, -47, -59, -72, -20, 61, -74, 71, -57, 9, 7, 0, -38, -11, -63, -5, -15, 27, 25, 55, -63, -34, 35, 86, 73, -4, 99, 21, -16, 48, -48, -27, -14, -38, -94, 29, -89, 59, -91, -44, 76, -18, 33, 34, -29, -16, 66, 67]
[-71, -6, -33, 37, -23, -77, -70, 25, 50, -64, 42, 93, 77, -47, 63, -83, -19, 59, 23, -34, -56, -13, -65, 13, 38, 94, -5, -42, -90, -71, 85, 32, 40, 5, -46, 65, 91, 69, 25, -24, 93, -99, -85, 35, 62, -51, 21, -4, -89, 80, -98, 11, -8, 95, 60, -53, -41, 17, 20, 15, -45, 52, 81, 29, -65, -7, 34, -58, -16, -96, 6, -74, -39, 12, -40]
[-53, 92, -24, 37, -26, 20, 14, 91, 16, -63, 7, -75, 75, 97, -65, 33, -24, 49, -61, -70, -97, -87, -37, 86, 83, 82, 71, -89, -80, 84, 46, 40, -65, -89, -22, -46, 71, -50, -25, 38, -75, -86, -50, -28, -83, 41, -44, 33, -77, 3, -4, -17, -84, -26, -27, 92, 3, -28, -85, -59, 31, -15, 24, 25, -36, 43, -25, 49, -53, -7, -15, 17, -91, 74, -50]
[34, 31, -38, -68, 39, 23, 78, -29, 24, -2, 89, -68, 50, 69, -60, 67, 12, 98, -42, 60, 45, -7, 49, 62, 55, -96, -19, -42, 40, -61, -90, -45, 98, -1, 62, 93, -37, -66, 85, -9, 79, 22, 0, 78, -20, -57, 49, -37, 70, 2, -67, 52, 52, 77, -85, 97, 74, 27, 19, 5, -86, 58, 21, 98, 19, 89, -40, -36, -45, 88, -55, 2, -20, -16, -11]
[-41, 40, 23, -45, -44, 57, 90, -79, -75, 91, -43, 95, 97, 38, 92, 38, -6, -77, -98, -33, -19, 68, -99, 5, -78, -66, -56, 56, 82, 41, 5, 94, -42, 76, -80, -33, -58, -16, 37, -15, -99, 35, 52, -67, -85, -60, -15, 26, -38, -81, 28, 98, -50, 91, -32, 96, 73, -1, 59, 73, 13, -73, 46, -71, 27, -73, -33, -35, 90, -53, -74, -10, -46, 46, -90]
[96, -84, 43, -2, -64, 24, -49, -13, -50, 16, -74, 75, -93, -63, 75, -50, -14, -45, 41, -74, 25, -79, 33, 47, -23, 66, 70, -97, 56, -63, 26, -20, -34, 2, -48, -58, -61, -66, -5, 22, 13, -33, 47, -52, 71, -54, 61, -93, 88, 95, -75, -5, 53, 51, -17, -20, -66, -31, -63, 61, -97, 13, 89, -47, 8, -9, 22, 21, 65, 55, -16, -88, -52, -10, 98]
[-97, -32, 91, 15, -100, 27, 43, -5, 12, -99, -32, 75, -17, -7, 15, 70, 93, 77, 90, -2, 88, 79, 89, -49, 42, -86, -15, -19, -80, -62, 1, -49, 99, 5, 74, -13, 44, 36, 39, 70, 1, 97, -82, -55, 40, -17, -90, 59, 12, -15, 10, 31, 72, -47, -27, -8, -88, 11, 1, -53, 70, -54, -98, -64, 13, 22, 31, 54, 25, -30, 9, -64, -33, 49, -44]
[-79, -83, -93, 93, 59, 99, -59, -93, -55, -83, 0, 67, -2, -53, 38, 87, -90, -84, 58, -69, -99, 72, 87, 8, 67, 71, 36, 87, -3, -7, -3, 16, 43, -81, -43, 36, -25, 95, -11, -28, -10, -92, 76, 6, 53, -24, 66, 91, 28, 51, -21, 7, 84, 33, -68, -96, -81, 48, 22, -46, 60, 54, 6, -9, -66, -27, 76, 35, -98, -10, 52, -4, 81, 89, 12]
[-72, -39, -68, -7, 73, -21, -60, 29, 50, -35, 34, -29, 68, -37, -88, 35, -76, 5, -31, -93, 99, 7, 51, 14, -10, 77, 1, -80, 60, -58, 66, 50, 27, -1, -79, -29, -43, 47, -71, -89, 75, 34, 3, 31, -45, -64, -1, -50, -37, -29, 47, 88, 100, 58, 23, 84, 70, 40, -88, -18, -68, 65, -27, 55, -49, 30, 2, 53, 25, 54, -21, 23, 3, -35, 48]
[64, 92, -2, -55, 88, -90, 53, 82, 24, -13, 85, -78, -49, 9, -83, 1, 86, 59, -87, 53, 7, -94, -28, 66, -86, 80, -89, -53, 20, 4, -17, 37, -60, 28, -16, -23, 34, -59, -18, -57, -25, -70, -21, -95, -54, -36, 12, -11, 60, 77, -100, -66, -40, 83, -99, 65, -60, 56, -56, -100, -68, -8, -78, -78, -52, -42, 3, -65, 21, 58, -50, -44, 44, -46, -37]
[-8, 8, -45, 73, 70, 53, -64, -61, -48, 82, -20, 30, -55, 80, 59, -71, -21, 21, -40, -40, 64, -21, 49, 25, 89, -30, -57, 97, -43, 93, -2, -34, -55, 29, -3, -60, 88, 43, 47, -65, -77, -71, 59, -54, -47, -59, -20, 37, -19, 62, -94, 81, -82, 20, 17, 61, 43, 25, -24, -87, 29, 28, -100, -70, -69, 82, -98, 60, 71, -50, 72, 48, 52, -2, -70]
[-36, -76, 56, -70, -32, 40, 92, -23, -81, 55, 35, 90, -60, -62, -63, -99, 52, 48, 20, -98, 73, -68, 68, 8, 16, -83, -62, 49, 40, -7, 29, 36, -44, 65, 4, -19, -46, 41, -94, -29, -83, 35, 72, 2, -41, 35, 56, 10, -57, 21, 3, 0, -57, -65, 11, 80, -98, 96, -70, -18, 80, -29, -1, -64, -54, -77, -36, 70, -80, 37, 57, -83, -65, 7, -81]
[5, 10, -37, 89, 53, 8, 72, -13, -93, -80, 88, 10, 14, -36, -15, 41, 63, 14, 56, -80, -40, -79, 12, -33, 39, -93, 49, 42, -61, 41, 86, -65, -67, -83, -26, 49, -80, -33, -86, 41, -72, -49, 73, -23, -68, -31, -25, 4, -67, 98, 60, 71, -11, 51, -92, 3, -100, -10, 93, -85, -37, -43, -68, -12, 12, 52, -87, -80, 37, 55, 11, -3, -90, 86, -46]
[-81, 38, 93, 45, -57, 56, 58, 64, -49, -89, 56, 61, -3, 86, -9, -51, 55, -66, 5, 45, 24, -53, 51, -10, -23, -87, 63, 93, -63, -28, -94, 79, -53, -29, 53, -78, 22, -54, 58, -92, 95, 4, 3, -68, 41, -9, 54, 6, -81, -85, -82, 63, -91, 54, 52, 55, -39, -48, 79, -49, 93, 86, 80, -39, -71, -37, 80, -89, 50, 25, 99, -71, -65, 97, -82]
[56, 83, -34, -28, 14, -17, 82, 7, 48, -99, -98, -4, 37, 95, -68, -86, -62, 43, 0, -17, 1, 48, 58, 53, -100, 50, 72, 40, 41, -52, 8, -85, 47, 81, -12, 0, 16, 7, -22, -64, -40, 99, -64, 2, 89, -85, -30, 99, -30, -62, -81, 30, 22, -62, -80, 72, 53, -65, 38, 54, 79, 8, 52, -8, 54, -55, -65, 28, -53, 71, -99, -22, 100, -84, 98]
[-32, 60, 69, -97, -70, 9, 6, 21, -45, -47, 28, 40, 26, 78, 36, 96, -57, 1, 17, 49, 77, 97, -60, 56, 96, 7, 33, 3, -96, 79, -81, 3, 42, -56, 52, 99, -55, 56, -11, -49, 35, 46, 57, 2, -40, 90, -47, -35, -92, 36, -98, 100, -62, 34, -34, -5, -47, 90, 15, -71, 91, 25, 7, 82, 69, 25, 23, -30, -63, -96, 98, -14, 52, 0, -2]
[-53, -14, -10, -1, 17, 29, -79, 99, -33, -91, 78, -94, -50, -32, -36, 50, 12, -44, 25, -64, 77, 22, -41, 34, 18, 67, 74, -75, 58, -98, -18, -45, -67, 46, -15, -99, -16, -72, -50, 76, -33, -50, 21, 17, 68, 19, 55, -33, 25, -79, 37, 80, 7, 56, -48, -83, -23, -14, 88, 2, 81, 85, -34, -25, -88, -65, -79, 2, 95, -98, 79, -33, 84, 45, 79]
[59, 53, -4, 77, 60, -73, 75, 91, 6, -16, 1, -14, -44, -11, 62, -68, -94, -93, -20, -25, 81, 2, 90, -44, 25, -95, -25, -81, -13, -86, -74, -14, -28, 70, 52, 75, -38, -82, -98, -57, 96, 89, -30, -90, -16, -67, -51, 56, -7, 60, -100, 35, -42, -65, 12, 9, 22, 59, -65, 60, -39, -61, -66, -25, -57, -40, -42, 69, -36, -70, -56, 6, 32, 18, -34]
[-76, -37, 50, 80, 57, 18, 99, -47, 100, 84, -75, -4, -94, -5, 94, 40, 55, -78, 96, -18, -63, 79, -63, -68, 16, 84, -84, -29, -56, -79, -67, -46, -42, 74, -65, -1, 13, -80, 30, -88, 77, -36, -35, 14, -65, 93, -83, 14, 98, -60, -8, -48, -37, -72, -30, -28, 54, -18, 39, 13, -62, 95, -20, 40, -63, -2, 47, 22, 40, 44, 46, 96, 40, -62, 57]
[11, 90, -48, 43, -34, 70, -15, -43, 21, -14, 47, 76, -43, -36, 5, 55, -20, 74, 7, 67, -53, -22, -64, -9, 67, 91, 78, -5, -72, -91, -77, 98, 13, 12, 48, 39, -68, -76, -40, 99, 10, 90, 42, 86, 20, 94, -50, -98, -5, 16, -94, 1, 65, 80, -85, 38, 18, -13, 38, -86, -53, 0, 89, 16, -85, 20, -44, -16, 66, 74, -59, 23, -77, -71, -93]
[64, -37, -64, -26, -76, 81, 27, -54, -63, -66, 88, -64, -55, 30, 62, -37, -47, -74, -91, -3, -76, 76, 12, -89, 11, 37, -72, -86, 68, 14, 57, 73, -1, -69, -43, 71, 52, -90, -25, 35, -70, -88, -39, -82, 84, 82, -58, -68, -86, -99, 10, 70, 22, -39, -2, -17, -40, -34, 29, 81, 77, 99, 79, -34, 25, 51, -6, -74, 81, 77, -26, -47, 80, 19, -82]
[-28, -34, 20, 100, 91, 36, -15, 26, -4, 51, 48, 77, -94, 6, 72, 75, 71, -24, -3, 52, 92, -31, 38, -54, 83, -52, 70, -23, -26, -77, -1, -54, -93, -95, 21, -94, -68, -10, 96, 65, 17, 17, 47, 54, 53, 7, -44, -12, -9, -28, -15, -94, -82, -9, -50, 8, -54, -87, -94, -15, -100, 16, -30, -61, 55, 42, 17, -20, 68, -67, -63, 72, 68, -11, 58]
[-40, 5, 88, -99, 49, 1, 89, 79, -25, -82, -27, -70, 56, 30, 9, -68, 62, 28, -87, -4, -58, 82, 74, -33, 42, 61, 11, 64, -43, -76, 29, -6, -16, -33, 83, 40, -97, -3, -65, -1, 6, -15, -18, 70, 54, -87, 93, 49, -47, -60, -26, -46, -57, 74, -24, -73, 30, -68, -76, -95, -89, 86, 93, 22, -6, 87, -55, -29, -29, 48, 15, 53, -84, 74, 54]
[10, 15, 70, 80, -8, -4, 97, -17, 78, -59, 43, -73, 97, -89, 7, 51, 85, 37, -71, -28, -6, 12, 11, -86, 44, 73, -88, -78, 63, -79, 63, 53, 75, 53, -95, -97, -99, 87, 69, 28, -11, 97, -56, 83, -82, -32, 100, 75, -1, 4, 57, -90, -5, 12, -23, 70, 85, -25, -27, -12, -14, -5, -5, 23, -27, 77, -77, 87, -72, -78, 66, 3, 25, 98, 81]
[-17, -17, 19, -18, -83, -23, 15, -59, 5, 86, -98, 55, 99, -92, -85, 42, 83, 95, -75, -44, -91, 24, 63, -88, -59, -70, 33, -48, 78, -26, 1, -82, 59, -17, 29, 90, -95, 77, -7, -5, 79, 47, -44, -60, 6, -77, 91, 16, -31, -1, -18, 25, 9, 12, 11, -17, -47, 6, 29, 69, 76, -75, -75, -61, -19, 40, 17, 25, 41, -18, -19, 78, 54, 31, 37]
[-92, -69, 95, 7, 64, -88, 60, 98, -35, 19, 71, -27, 17, 18, -33, 2, -17, -84, 84, -76, -18, -98, -80, 20, 30, 6, -66, -74, -65, 37, 97, -12, 2, -82, 88, 62, 35, -64, -67, 79, 13, -7, -52, 28, 39, 17, 21, -83, 99, 91, 54, 38, 81, 63, -63, -8, -48, -22, 53, 92, -33, -8, -34, 54, -23, -67, 43, -81, -54, 89, -36, -98, -65, 92, -43]
[-95, -91, -53, -63, 6, 20, 59, -63, 49, -41, -88, -62, -54, 72, 56, -88, 64, -98, -63, 80, 34, 6, -40, 5, 68, -96, -54, -94, 17, 18, 54, -49, -44, -74, -82, -17, -9, 21, 34, 77, -6, -86, 31, -37, 49, -69, 51, -66, -45, -18, 5, -83, 82, 34, -73, 18, -86, 0, 26, -93, 43, -22, 26, -28, -41, 23, 80, 3, 69, -44, -7, -86, -37, -58, -22]
