[16, 21, 45, 0, 35, 74, 56, -86, 59, 1, 23, 70, 41, -53, 85, 75, -97, 74, 35, -24, 25, 56, 72, 9, 84, 18, 77, -22, -33, 54, 29, -14, 5, -91, 37, -45, -64, 59, -59, -91, 58, -29, 79, 65, 60, 17, 85, 88, 51, 89, -94, 20, 47, -99, -52, 23, -88, 2, 72, 28, -75, -81, 46, -20, 76, 10, 93, -66, 48, -22, 72, 25, -23, 2, -66, 24, 77, 46, -81, 55, -88, 37, -10, -5, 14, -64, -65, -6, 34, -44, -34, -43, 99, -12, -27, 9, 22, 58, -78, -88]
[-39, -22, 37, 36, -44, -34, 92, 83, -57, -10, 91, -73, -74, -78, -40, -82, -100, -10, -100, -91, 33, 28, 9, 44, 15, -94, -35, 12, -13, -19, 99, -4, 44, 39, 27, 100, 93, 81, 53, 27, 27, -59, 38, -78, 6, -32, 90, -97, 56, -88, 56, -40, -67, 6, -3, -97, -86, -41, 86, -45, -71, -86, 80, 89, 46, -24, 75, -24, 80, 63, -88, 41, -64, 7, -71, 71, -75, 62, 97, -49, -63, 44, -8, -44, -46, -65, 40, -39, 44, -51, 53, 36, 96, -49, -76, 10, 61, -81, 50, -27]
[82, 35, 97, 40, 70, -67, 41, 0, -5, 28, 41, -69, -44, 63, -4, -41, -30, 73, -60, -69, -95, -50, 6, 49, 4, -66, 80, 4, -80, -53, -34, -33, -8, 39, -35, -13, 45, 81, 35, -64, -2, 7, -54, -90, 86, 28, 87, 54, 84, -37, 13, -92, 91, 47, -33, 9, -28, 28, -60, 37, 45, 1, -35, 38, 57, -40, -62, -61, 78, -70, 90, -43, 69, -28, 0, 70, 41, 2, 44, 53, -54, 71, -17, -42, 98, 8, -35, 34, -88, -90, 31, -10, -8, 40, 62, 41, -60, -67, -53, -74]
[21, -77, 58, 37, -54, 73, 11, -14, -15, -10, 71, -56, 15, -2, -92, -83, 0, 44, -51, 38, -95, 19, -55, -90, -47, -81, -46, 39, -79, 24, -92, 3, -44, 55, 3, -27, 37, 49, 67, 1, 15, -40, 59, 51, -63, -32, -47, -85, 26, 41, 33, 68, -46, 59, 14, -95, 84, 72, -1, 77, -58, -43, 11, -96, -59, -56, 2, 17, 28, 27, -19, -89, -95, -54, 68, -22, -25, -29, -36, 85, 78, 47, -25, 12, 28, 56, -92, -56, 17, -87, 1, 70, 76, 99, -38, -9, 95, 100, 2, 3]
[99, 34, 65, -40, -48, 98, 7, -97, -51, -13, -82, -62, 52, 25, -43, 55, -26, -31, -88, -8, 67, -10, 68, 87, 46, 47, 93, 24, -84, 35, -24, -36, 46, -82, 62, 70, 81, 19, 43, 85, -77, 4, -16, -79, 42, -29, 83, 10, 7, 93, 74, -52, 93, 51, 18, -26, 79, 81, -6, -91, -74, -72, 94, 57, -59, -95, -54, -64, -27, -53, -87, -17, 67, 10, -93, 5, -59, -48, 70, -55, 87, -61, 61, -92, 64, 6, -87, -32, 2, -71, 76, -14, 55, -98, 35, -11, 95, -87, -40, -1]
[-41, 54, -67, -13, 87, -50, 49, 82, -90, 61, 33, 93, 50, 56, 33, 33, -5, -30, 56, 47, 82, 98, -23, -99, -33, -81, 71, 12, -49, 9, -67, -80, -41, 39, -96, -7, 99, 79, 32, -48, -72, 81, -30, 21, -46, -29, 86, 58, 58, -55, 71, -87, -15, 18, 18, 79, 33, -27, 43, 81, -89, -8, 72, -6, -87, -21, -11, -10, 54, -12, -35, -1, 57, 78, 36, 75, -66, 20, 85, 88, 75, 1, 39, -21, 96, 46, 10, 93, -93, 22, -84, 54, 48, 59, 85, -65, 69, 97, 96, -39]
[62, -17, 88, -83, 41, 87, -5, -70, 36, -64, 32, 69, 26, 65, 32, 60, 83, -90, 24, 13, 34, 58, 77, -48, 73, 86, 23, -70, 16, -68, -60, 28, 7, 43, -9, -5, 72, 96, -43, -10, 35, -33, -63, 73, -77, 43, 38, 87, 23, -33, 29, 57, -50, -6, -70, -9, 58, -99, 17, -100, 74, -31, -83, 27, -95, -52, -69, -70, -61, 22, -34, -63, 79, 87, 60, 32, -63, 90, 62, -34, 8, -39, 100, 30, -90, 74, -90, -16, -71, 76, -66, -44, -20, 96, 59, -17, -26, -35, -74, 57]
[-46, -48, -38, -70, 96, -83, 31, 18, 5, -88, 71, -91, -67, 98, -56, 47, 90, -36, 74, -95, -74, 77, -7, 3, -73, -33, -98, -40, 58, -36, -77, 33, -86, -47, 75, 62, 73, 41, -22, -80, 98, -16, 39, -10, 59, -56, -34, -20, 57, -84, -26, 46, -42, -50, 46, -1, 57, 77, -57, 34, -65, 94, 74, -99, 72, 17, 57, 13, -91, -62, 17, -9, -89, -70, 55, 90, -92, 61, -11, 38, -24, -69, 61, -17, -59, -84, 17, 91, 39, -13, -21, -34, 42, 10, -34, 82, -22, 61, 71, -55]
[-47, -86, 1, 9, 44, 100, -98, 91, 71, -95, 93, -30, 76, -44, -22, -37, -6, 96, 60, -75, 44, 98, 13, -86, 69, 99, 33, -58, 37, 35, -72, 76, -55, 53, 3, -6, -48, -75, 25, -89, 77, -99, -49, 53, 71, 8, -32, 37, 48, -7, 27, -50, -4, -41, 76, -68, 54, 51, 10, -82, -87, -87, -47, 4, 60, 63, 60, -100, 29, -57, 57, -27, 96, 60, -26, 99, -95, -37, 92, -59, -28, 11, -75, 80, 73, -80, 49, 20, -27, 56, 97, -16, -22, 47, 80, -91, 14, 66, 100, -7]
[87, 91, -64, -71, -70, -84, 67, 36, 44, 16, 4, 92, -26, 10, -28, 98, 72, 17, -65, 43, 61, -19, 24, 63, 44, 93, 97, 7, -38, 5, 15, -84, -69, 49, -69, -62, -49, -55, 74, 28, -72, -99, 80, -99, 76, -85, -85, -1, 41, -73, 69, 27, 97, -62, -60, 9, 33, -72, 14, 36, -28, -99, 83, 85, -39, 98, -64, 15, 25, -95, -94, 7, 34, -21, -37, 55, 84, -36, -19, -1, -25, 36, -6, 23, 21, 78, -23, -68, 85, -37, 33, 81, -46, -74, -85, 50, -98, 85, -44, 20]
[44, -50, -97, -49, -97, -80, -55, -56, -64, 81, 79, 33, 30, -51, 99, 3, 86, -24, -5, 12, 28, -100, 76, -49, 97, -78, 80, 67, 50, -40, 71, -63, -86, -99, -17, 83, -83, 80, 52, -24, 55, 24, -95, 64, 91, 70, -32, 13, 38, -67, -90, 34, 72, 91, -19, -13, 48, -12, 66, 48, -50, -74, 87, -88, 42, -19, -79, 94, -18, -74, -83, 64, 37, 18, 67, 60, 64, -91, 99, 35, 51, 88, -33, 80, 85, 95, 72, 22, -61, 47, 1, 70, -38, 99, 29, 60, -16, -25, -72, 79]
[-45, 29, 78, 85, 97, -54, -7, -11, -41, 28, -10, -38, -91, -57, -82, 97, -33, 74, 39, -22, 12, -37, 4, -29, -13, -12, 42, 80, 49, 30, -100, -98, -58, 38, 0, -46, 42, 32, -35, 24, -74, 40, -10, -50, 55, 77, 38, -3, 26, -21, -88, -25, 89, 59, 85, 61, 4, 95, -47, -93, -75, 69, -66, 17, -90, -58, 81, -71, 26, 83, -62, -23, 22, 100, 16, -54, 79, -42, 16, 77, 30, 33, 66, 80, -90, 77, 13, -93, -52, -65, -61, -47, 66, -51, -7, -39, 67, -70, -63, 35]
[-35, -59, -48, 35, 54, 92, 89, -3, -12, -96, 18, 56, 55, -32, 32, 87, 90, 54, 64, 24, 58, 70, 54, -70, -65, -34, -14, 19, -34, 41, 90, -46, 92, -30, -4, 2, -65, 3, 51, -84, -5, -17, 0, -53, 60, 60, -64, 14, -28, 46, 17, -87, -36, 9, -23, -10, -57, 58, -94, -46, -52, -43, 34, -37, -43, 27, 79, -30, 40, 77, 67, -20, 42, 47, -12, 10, 26, 61, -14, 67, -12, -1, 58, 75, 49, 4, 29, 3, -59, -80, -9, -28, 3, -50, 69, -64, 77, -21, -28, 8]
[-8, 38, -78, -31, 14, 28, 21, 88, 69, 83, 79, -32, -37, 98, -20, 95, -49, 15, -79, -17, 45, 14, -74, 12, 53, -31, -18, -4, 76, -94, 3, 22, -48, -7, 2, 90, -38, 82, 60, 96, -50, 39, 82, -44, -44, 23, -26, -49, -42, -82, -57, -1, 73, 4, -41, 15, 51, -20, 74, -78, 87, -43, 85, 15, 3, 0, 41, -63, -80, -39, 8, -49, 58, 88, -82, -63, -6, 71, -84, 50, 80, -60, -71, 90, 85, -17, 41, -51, 43, -73, -42, -57, 67, 39, -76, 54, 32, 49, 65, -50]
[84, -67, -46, 97, 0, -71, 51, -15, -91, 28, 55, 28, 42, 21, 98, -74, 16, -7, -79, 3, 99, -4, 45, 95, -70, 93, 23, 54, 43, -43, 44, 84, -98, 75, 85, 34, -6, 45, 82, 100, 48, -20, 38, -55, 62, -64, -90, 91, -3, -35, 22, 29, -42, -58, 35, -63, -72, -26, 2, 13, -39, 81, -56, 13, 73, 54, 100, -61, 5, -30, -56, -89, 69, -27, -68, 71, 74, 18, 76, -38, 44, -39, 43, 34, -61, -24, -47, -80, -46, -51, 37, -62, -40, -29, -47, 24, 71, 1, -39, 38]
[2, -33, 9, -22, -12, 97, 45, 67, -38, -73, -71, 30, 69, -41, -84, 84, -63, -67, 73, -93, -61, 13, -67, 8, -81, 39, 51, 77, 52, -44, -9, 24, 2, -24, 79, -65, -45, 96, -31, 38, -9, -99, 27, -47, 40, 80, 79, -74, 15, -38, 23, -5, 31, -96, -5, 25, 68, 72, -99, 70, 5, 32, -14, -34, 23, 16, -71, -90, -67, 36, -77, 92, -79, 31, 90, -46, 33, 66, 37, -68, 6, -29, -7, 44, 42, -19, -63, -80, 3, -99, -73, -80, 17, 17, -34, 66, 91, 87, 31, -63]
[24, 91, -67, -10, -84, -88, 48, 25, 30, -93, 25, -85, -52, 36, -5, -53, -24, -76, 62, -92, -33, -25, -36, -28, -19, 88, 79, 32, 58, -26, -67, 50, -45, 85, -23, -72, 30, -39, -10, 5, -24, 57, -60, 5, 70, 88, 79, -52, -18, -56, 64, 99, 85, -7, -55, -20, -29, -20, 100, -62, 96, -53, -83, 89, 93, 22, 42, -8, 41, -18, -35, 57, 91, -11, -50, -38, 17, -78, -72, -38, -94, 31, 90, 89, -7, -45, -3, -99, 64, 43, -69, 28, -75, 93, -14, -69, -52, -65, 9, 45]
[-60, 68, 5, 7, -38, 34, 12, -79, -14, -66, -67, 55, 18, -54, 64, -36, 32, -58, 79, -41, -28, 48, 16, -97, -95, 77, 85, -67, -44, 17, 58, 80, -45, 3, -92, -34, -92, -52, -14, -17, -59, 65, -18, -5, -37, -39, -22, 6, 27, -42, -42, 54, -59, 89, 63, 26, 72, 22, -2, 63, 97, -46, 6, -24, -24, 9, -61, 8, -84, 49, -72, -44, 9, 3, -61, -82, -12, -18, -73, -98, -23, 27, -2, -12, -86, 21, 43, 8, 42, -43, -50, 2, -82, 9, -73, -94, 79, 85, 27, 28]
[-94, 31, 87, -78, -91, 66, 60, 17, -3, 11, 69, -76, -76, -81, -84, -82, 69, 99, 15, -47, -26, 65, -57, 27, -17, -18, 43, -1, 50, 49, 4, -71, -81, -58, 49, -37, 89, -28, -16, 8, 31, 50, 38, 13, 10, -55, -77, -26, 16, 25, -82, -4, 80, 33, -70, 26, -56, -12, 57, 73, 60, 98, 20, 29, -58, -57, -39, -100, 28, -98, 49, -52, 75, -24, -86, 27, 20, 47, 12, 90, 70, 39, -72, 38, -64, -96, 10, 95, -91, -55, 96, -20, 12, 18, 36, -55, -71, 5, 84, 7]
[-46, -35, -34, -47, 93, 64, -71, 56, 7, 16, 50, -71, 22, 21, -77, -30, -69, -54, -12, -69, -27, -59, 28, -74, -5, -97, -2, -86, -11, 35, -39, 2, 9, 68, 53, 30, 5, -30, -46, 45, 8, 50, 45, -76, 72, 19, -82, 2, 57, 72, -32, -88, -19, -8, 58, 36, -13, -23, 45, 81, -46, 75, 30, 96, -55, -27, 23, -91, -81, -32, 84, 31, 23, -70, 16, 30, -82, 62, -10, 99, 69, 36, -53, 17, -29, 71, -2, 72, 14, -6, 81, -65, -27, 53, 37, -12, 36, 30, 75, -13]
[85, -59, -16, -23, 79, 7, -83, -3, -59, 77, 24, -13, -82, -5, -68, -52, 30, 13, 81, -49, -41, 15, 7, 84, 8, 88, 9, 79, -40, 70, 57, -13, 45, -2, 0, -82, -76, 97, 71, 29, 43, -33, -51, 35, -30, 96, -58, 44, 54, -3, 62, 12, -74, 82, -44, -60, -78, 81, -79, -85, 90, -25, 89, -82, 65, -17, -52, 14, -55, -47, -81, -4, -68, -20, 94, -14, -59, -42, -79, -20, -14, 36, -84, -4, 90, -45, -55, 17, -46, -86, -7, -42, -83, -24, 21, 30, 89, -92, -85, -32]
[-94, -27, 98, 80, 58, -46, 35, 90, 43, -44, 81, -52, -14, -60, -41, 93, 80, 24, -75, 89, -10, -9, -81, -13, 75, 16, -69, -68, 64, 35, -100, 19, 24, -9, -11, 73, -62, -20, 0, 52, 79, -77, -98, 21, -71, -88, -41, 90, -98, -96, -73, 78, 65, 84, 10, -62, -8, 22, -89, -80, -43, 51, 16, -53, -81, -9, 72, 25, 45, -81, -34, -10, -65, 1, -28, -79, -65, 39, 98, -73, -34, -93, 66, -18, -36, -30, -31, 59, -89, -90, -72, -34, -65, 87, -54, 69, -75, 47, -41, -19]
[31, -48, -16, 97, 36, 2, -70, 26, 14, -26, -55, 73, 83, 32, 9, -56, 32, -69, -60, -78, -79, 81, 27, -46, -20, -29, -42, 47, 20, -57, 72, -88, 31, 16, -27, -46, 4, -51, 9, 33, -72, -84, -94, -26, -14, -64, 100, -81, -71, -72, -97, -34, 1, 68, -25, -81, -54, -82, -82, 99, -100, 7, 47, -78, 36, 97, 52, 80, 99, -65, 86, 17, 24, -38, 20, -76, -27, 31, 22, 13, 81, 70, 14, 32, -48, 22, -69, 6, 70, -97, -94, -89, 96, 6, 21, -39, -5, -9, -21, -87]
[3, 88, -9, -38, -85, -82, 10, 45, -95, -94, -78, -11, 47, -30, -7, 48, -12, -24, 13, 6, -70, -95, -99, 54, -67, -29, -100, 74, -1, -4, -24, 32, -87, -14, -56, 77, 4, -56, -96, 35, -17, 2, -12, -66, 45, 8, -28, -65, -46, 90, 49, 51, -64, 19, 71, 32, -66, -2, -79, -1, -3, 17, -38, -62, -78, 74, -44, 78, 9, 22, 89, -46, -29, 38, 42, 81, -88, -65, 21, -66, -63, 17, 27, -79, 49, -34, 41, -40, 54, 94, -13, 34, -98, 8, 4, 17, -76, 85, -85, 51]
[77, 89, 1, 44, 94, 12, -2, 81, -35, -52, 21, -36, 80, -94, -82, -15, -100, 8, -23, -60, 36, 50, 89, -25, -71, -19, 4, 47, -56, 94, -16, -64, -72, 2, 72, -88, 100, 37, 97, 9, 60, 44, 46, -17, -33, 55, 20, 26, 14, 91, -51, 52, 67, 54, 87, -68, -95, 80, -36, 38, -44, -85, 99, 52, -21, 16, -10, -40, -18, -53, 67, 95, 22, 58, -99, 30, -8, -37, 35, -7, 22, -6, 29, -89, -53, 84, -46, 83, 64, -22, 72, -48, -63, -31, -70, -31, 26, 4, 73, -86]
[94, 90, -90, 17, -9, -59, -52, 72, -37, 54, 53, 38, -54, 62, -74, -72, 28, -6, -59, 5, -62, 96, -41, -18, 11, -34, -100, -87, 80, -94, -63, -36, 18, 68, 82, 76, -68, -62, 85, 18, 84, -83, 47, -32, -28, 53, -23, 34, 85, 89, 8, -11, 56, 57, 71, 29, -95, 0, -16, 59, -22, 25, 22, 27, -72, 72, -74, -77, 30, 66, 77, 5, -85, -7, 22, 46, -92, -45, -2, 8, -27, 28, 47, -73, 2, 2, -56, 77, -65, 80, -47, 46, -67, -54, -33, -77, -18, -76, 11, 14]
[3, 32, -25, 63, -74, 4, -40, -63, -25, -81, 52, 37, -74, -97, -50, -43, -79, 9, 96, -67, -46, 83, 71, 90, -8, -78, 90, -37, -90, -85, -59, 30, -35, 25, 71, 22, -92, 78, -87, -84, 51, 54, 75, -52, 39, 63, 35, 14, -8, -28, -74, -35, 51, 45, -37, 61, -9, -92, -90, 45, -76, -68, -25, -79, -62, -43, -90, -98, -5, -97, -47, -62, 79, -32, -59, 98, -29, -61, 38, 30, -59, 83, 23, 96, 76, -39, 13, -12, -2, 34, -64, -62, -99, -45, -19, 70, 28, 51, -58, 36]
[-80, 86, 68, 49, -37, 16, 82, -81, 32, 27, 36, 19, -39, 98, 57, 98, 52, -3, -31, 31, -25, -87, -81, -7, 7, -12, 2, -44, 48, 86, -11, -95, 45, -53, -60, 29, -4, -62, 14, -14, 7, 92, 43, 73, 19, 98, -2, 90, 7, -36, -52, 98, -24, 12, 24, 25, -79, -63, -56, -43, -47, -59, 38, 83, 66, 28, 47, 100, 2, 88, -96, -39, 74, 86, 65, 41, 59, 79, 43, 43, -1, 10, -46, -12, 78, 69, -73, -22, 75, 83, 91, 6, -97, -4, 0, 82, -50, 25, -68, 97]
[80, 49, -39, -42, -44, -24, 32, 26, -7, -100, -91, 55, 58, 45, -83, -95, 86, -80, -10, 22, 33, -29, -58, -100, 5, 43, -11, 57, 34, 99, 10, 34, 14, 87, -14, 58, -100, 0, 41, -16, 38, 98, -82, -9, 77, -52, 26, -22, -64, 95, -76, -43, 86, -11, 16, -47, -28, 10, -89, 100, 78, 27, 13, 59, -54, 38, 97, 98, -95, -73, -5, -38, 68, 32, -65, 24, 70, -13, 35, 32, 53, 68, 64, -3, 21, 50, 85, -64, 29, -64, -57, 31, -81, -93, -88, -20, -39, -44, -20, 53]
[58, -73, 36, 65, -5, -81, -73, 82, 20, -90, 71, -65, 78, -95, -15, -56, 58, -6, -46, -75, 35, -14, -80, -78, 77, -81, -84, 60, -89, -72, 95, -76, -14, 39, -94, 4, -13, -11, 36, 62, -94, -8, -66, 86, 21, -2, -82, -66, 92, 39, -79, 15, -75, 43, -74, 40, -61, 87, 13, 48, -44, -25, -4, -15, -72, -63, 58, -26, 14, -85, 62, -46, 98, -37, 30, 39, -9, -1, 24, -18, -45, -8, 72, -61, -46, -38, 40, 90, -65, 21, 31, 75, 85, 80, -96, 36, 74, -40, -80, -27]
[6, 39, 86, 20, 13, 27, 34, -81, 9, -16, -58, -72, -2, -60, 45, -6, -22, -27, 34, -21, 9, 57, 71, 90, -87, 30, 75, -65, 69, 8, -85, 31, -51, 91, -100, -35, 91, -67, 41, -5, -71, 95, 8, 20, -86, 32, -7, 76, -43, 93, 65, -54, -92, -96, 99, 82, 47, -51, -73, -38, 21, 50, 50, -35, -92, -7, 97, 63, 35, -80, 44, 7, -62, -91, 3, -66, 68, 76, -97, -25, 94, -60, 40, -83, -38, -97, -8, -18, -62, -22, 7, -91, 6, -19, 44, -8, -53, -71, 78, -50]
[73, -36, 69, -19, -20, 79, -61, -52, -20, 3, 17, 39, -20, 71, 28, 4, 10, -4, -86, -57, 46, 10, 49, 28, -46, 65, 76, 89, 20, -85, 20, 3, 6, -58, 81, 93, 5, -100, 24, -50, -61, -67, -57, -96, 7, 69, 65, 34, 24, -90, 53, 32, -14, -16, -15, -73, 89, -71, 99, -17, -10, 75, -17, -20, 42, -1, 45, 50, 25, -53, 15, 10, -12, 24, -52, -96, -87, -81, 47, -2, -77, 3, -21, -95, -96, 77, -1, 36, 49, 9, 57, -100, -49, 55, 23, 60, -39, -29, -32, -15]
[-24, -9, 45, 50, -3, 100, -85, -45, -77, -37, 18, -34, 63, -98, 44, -14, -1, -96, 76, -1, 32, 93, -100, -78, -72, 61, -56, 14, 83, 58, 64, 53, -45, -83, 97, -52, -90, 53, -73, 2, -20, -70, 47, -37, -82, -78, 73, 6, 78, -65, 64, 57, -45, 65, 55, -23, 38, -16, 83, -83, -77, 94, -68, -22, -44, 17, -7, -54, 53, -81, 53, -18, 51, 55, -72, 71, 81, 72, 85, 69, -65, 96, -74, -40, 45, 55, -4, -6, -32, 47, -68, 2, -53, 45, 39, 16, -4, -2, 1, 49]
[69, 94, 86, 74, 1, 72, -3, -91, 76, -52, -82, 55, -99, -87, -4, -55, -84, 13, -15, 99, 30, 11, -60, -32, 89, 38, -66, -16, 59, -6, -6, 69, -65, 16, 39, 99, 37, 2, -100, 65, -15, -35, -25, 40, 80, 25, 7, -54, 18, 4, -16, -29, 12, -90, 7, -41, -73, -67, 56, -97, -79, 26, -9, -56, 5, 19, -77, -41, -91, -9, -56, -70, 68, 45, 21, 72, 55, -64, 22, 38, 97, -97, -62, -58, -30, 43, -82, 56, -65, -33, -76, 30, 7, -36, -17, 30, 95, 38, -56, 21]
[-58, 24, 94, 78, 77, -77, -22, -89, -43, -71, -75, 79, 7, 73, -87, 75, 4, 5, 86, 11, -13, -27, 75, 0, 70, 8, -97, -66, -83, 15, -94, -72, 58, -7, 51, -72, -32, -66, -82, -86, 26, -73, -90, -95, 72, 25, 32, -48, -96, 50, 70, -8, -15, 5, -5, -13, 88, -41, 37, 52, 80, -42, -57, 20, 19, -72, -78, -91, -95, -19, -18, 92, -61, 77, 1, 42, 72, 25, -27, 33, 36, -52, -30, -62, -56, 67, 43, 44, 71, -80, -32, 19, -23, -74, -45, -37, 17, -21, -29, -20]
[-19, -21, -42, 51, 13, 78, -58, -45, 49, 9, -95, -28, -30, 35, 36, -63, -62, -7, -77, -50, -43, -31, -69, -12, -60, 22, -76, -82, -40, 74, -34, 69, 49, -78, 35, -44, -91, -18, -73, 93, -49, 98, 46, 80, -26, 97, 68, -98, 83, -56, 54, 36, -90, -50, 29, -53, -48, -68, 66, -12, 36, 67, 99, 55, 4, -60, -52, 71, -20, -11, -50, 69, 60, 92, -65, -93, 6, 77, -9, -14, 20, 0, -95, 34, 100, 81, 46, -79, 98, -25, 25, 49, -28, -99, -65, -89, 78, -73, 59, 57]
