[77, 60, 31, 29, -47, 25, 18, -76, 27, 21, 70, 44, 55, -54, -79, 20, -4, -69, 74, -38, -61, 97, 82, -6, 87, 93, 32, 63, 76, -76, 95, 14, -87, -53, -54, 54, 21, -89, 44, -37, 96, -4, -44, -40, -86, 31, -90, -91, -66, 17, -39, 27, 75, -44, -85, -32, 92, 91, 41, 54, -91, -51, -72, 42, 71, 94, -76, 32, 50, 61, -65, 56, 55, -70, -62, -1, -29, -23, 81, -53, -80, 68, -5, 33, -49, 86, 84, -18, -63, -86, 67, -85, -52, -2, -5, -95, -32, -80, 4, 76, -28, 99, 16, 85, 39, -87, 41, -68, -23, -22, -68, -61, 72, -60, 20, -91, -8, -42, 47, -96, 95, 16, -79, 100, -16, -97, 22, 38, 61, 22, 45, 19, 63, 40, -46, 72, -31, 17, -6, 42, -85, -95, -45, -20, -58, -53, 29, 54, -33, 51, -69, 97, 41, -80, 39, 3, -17, 74, -13, 45, 7, 17, -44, 27, 80, -53, -36, 28, -47, -2, -61, -40, 38, 21, -66, -29, 31, 4, 79, 63, -36, -51, 93, 47, 61, -34, -11, 100, -35, 46, -91, -47, 86, 66, 18, 91, -13, -37, -74, 24]
[61, -65, -72, 59, -64, 83, -32, 17, -34, -79, 87, 77, 41, -75, -35, 98, 66, -16, 12, -89, -92, 64, 43, 66, 9, -2, -3, 28, 87, -38, -60, 78, 15, 94, -27, -82, 59, -86, 67, 42, -28, 17, 79, -42, -73, -100, 42, 31, -75, 73, -6, -55, 58, -88, 48, -77, 23, -70, -90, -9, -6, 68, -99, -83, 80, -38, -9, 70, 63, 66, -65, 90, -29, -24, -4, 87, -87, 31, -53, -33, -95, -24, 31, -95, -95, 12, -73, -72, -62, -40, -55, -63, -36, -42, 60, 36, -3, -32, -40, -97, 11, -34, 50, 79, 59, -48, 82, -8, -44, 29, -32, -11, 77, 42, -52, 94, 84, 86, -29, 29, -39, -87, 66, -57, -29, 83, 98, 16, 45, -15, -65, -1, -81, 17, -82, 22, 64, -73, 7, -61, -10, 95, 91, 51, 44, -92, 87, -9, -51, -39, -61, -98, -77, 84, -40, 10, -45, 72, 41, -9, -58, 27, -41, -27, -3, -7, -48, 7, 86, -85, -73, 42, 15, 99, 10, 81, 100, -81, -91, -42, -34, 73, 53, 13, 73, 17, 94, 87, 47, 47, 32, 28, 31, -34, -1, 73, -43, 51, -16, 59]
[5, -49, -91, -66, -23, 12, -35, -23, 10, 57, 3, 68, 48, 12, 83, -47, 93, 90, -97, 98, -16, -99, -79, -50, 63, -76, 33, 16, -81, 35, 21, -67, -18, 96, 46, -91, 44, -77, -53, 8, 59, 28, -3, 28, -32, -17, -31, 14, 2, -88, 62, 89, 28, 88, 39, 50, -38, -52, -71, -93, 70, 16, 79, -76, 82, 59, 82, -69, -42, -33, 37, -25, 72, -100, -20, 77, 30, -12, 71, 28, 44, 61, -60, 24, -73, -43, -43, -61, -7, -5, 38, 10, -70, 68, 84, -9, 92, -68, 23, -54, 98, -7, -32, -16, -43, 82, 23, -3, -31, -10, 90, 40, -59, -37, -94, -35, 68, 33, -89, -36, -54, 99, -58, 88, -17, 43, 9, 36, 90, -77, 61, -61, -27, -64, -15, -88, 3, -47, 1, -98, 61, -65, 81, 28, 63, 79, -6, 46, 30, 17, 78, -66, 18, 64, -91, 23, 67, -15, 47, -53, -15, -5, -71, -99, -84, -98, 10, 27, -66, -16, 92, -2, 96, 65, 19, -39, 56, 40, -85, -27, 55, 27, -7, -89, -37, 15, 96, -22, 38, 83, -67, 51, -91, -64, 34, -18, -23, -69, 23, -8]
[-47, -55, -59, -60, -80, 89, -53, 39, 51, -27, 100, -13, -87, -85, 96, 3, 52, 44, -96, 3, -36, -86, -54, -68, -75, -8, 57, 10, 34, -90, -84, 83, -46, 74, -79, -8, 74, -93, -41, 57, -42, 34, 5, 81, -26, 80, 92, 76, -78, -24, -80, -84, 87, 65, -20, -71, 49, -1, 82, 74, -10, -66, 10, 62, 99, 96, -24, 39, 48, 42, 76, 73, 54, -5, 10, -39, -45, 70, -21, 87, 74, -77, -33, -54, 42, 69, 85, 67, 61, 44, 27, 81, 21, 72, 91, -96, 42, 84, 63, -4, 95, 83, 61, -2, 50, 13, 29, 85, -56, -43, -8, 97, -58, -2, -55, 15, 4, 89, 75, -86, 59, 83, -4, -48, -6, -56, -55, 13, 75, 91, -18, -55, 4, 94, 65, 40, -12, -64, -61, 37, -52, 45, 28, -40, 62, 91, 86, 20, -73, 27, -56, -83, 54, -96, -76, 83, 40, -43, -6, -86, -55, -80, -52, -11, 6, -65, 71, 28, 57, 5, -98, 6, -94, 12, 49, 2, 89, -29, -63, -46, 44, 76, 73, 7, 1, -66, -6, 61, 49, -42, 2, -85, 70, -19, 77, 6, -24, -43, -87, 98]
[9, 51, -20, -48, 13, 80, 71, 30, -93, 84, -33, -52, 21, 100, -79, 74, -21, -99, 27, -1, -50, 17, 54, 3, -31, -39, 29, 10, 62, 93, 45, 48, 59, 65, 69, 88, -78, 28, -42, 27, -92, -22, 75, -85, 83, 85, 28, 23, -3, -76, 86, 90, 18, -88, 12, -24, 82, 47, -25, -75, -27, -71, 19, -98, -17, -55, 4, 50, -73, 27, -8, -17, 1, -5, -81, 65, -10, 94, 41, -83, 72, -9, -18, 23, 60, 78, -66, 50, -59, -70, 86, -48, -42, 40, 84, 0, 37, -33, -4, -95, 66, -75, -49, 69, -72, -15, 19, -30, 57, 45, -36, 80, -11, 44, 79, 6, -67, -73, 94, -10, 8, 58, 32, -31, -2, 30, -49, 72, 74, -19, -53, 67, 68, 55, 30, 11, 22, -52, -64, -83, 15, 19, -3, 30, 67, 93, 56, -95, 18, 97, -21, 19, 22, 27, 16, -19, 24, 1, 56, -44, 65, 72, 53, -78, -78, 100, 30, -76, 38, 33, 93, 69, -22, 91, -91, 11, 22, 80, 86, 34, -50, 60, -85, -54, 36, -20, -64, 70, -84, 98, -50, 27, -78, 55, 18, -44, -56, 76, -19, -58]
[33, -4, 78, -90, -89, 23, 24, 28, 88, -6, 71, -12, -45, -46, -4, -87, 19, 96, -84, 62, -85, 83, -21, -56, -3, -1, -13, 72, -12, -62, 29, 75, -62, 57, -38, -31, 26, -26, -13, 63, -24, 12, -71, -17, 22, 89, 60, -60, 10, 50, -63, -70, -43, -51, -32, -59, -20, 15, -59, -46, 7, -53, 42, -79, 100, -97, -85, -73, 65, -62, -70, -58, 14, 45, 75, -66, 89, 10, 67, -2, 5, -49, 65, 72, -73, 36, 42, -46, -72, -2, -16, 90, -19, 96, 32, -43, 68, 84, 7, -96, 21, 62, 29, -43, -75, -21, -52, 23, -75, 14, -82, -51, -59, 13, -40, 96, 26, 66, 67, 4, -43, 21, 92, 88, 55, 23, 25, -45, 42, 29, 26, -15, -56, 94, -99, 79, -21, -94, 14, -64, 37, -11, -44, 93, 50, 72, 15, -28, -56, 98, -1, 100, 23, -82, -27, 89, 19, 6, 43, 6, 33, 82, -57, -47, -58, 2, -88, -66, 27, 8, 72, 60, 8, 74, -1, 3, -92, 21, -62, -45, -23, 31, 55, 2, -17, 92, -36, 57, 80, -52, -12, -65, 36, -15, -61, 14, 82, 13, -52, -54]
[-12, 1, 18, -90, -43, -54, -14, -46, -44, -63, -77, 87, 31, -96, -55, 48, -71, -55, -46, -67, -92, 95, -81, -98, -73, 66, -19, -16, -3, 100, -79, -92, 34, 27, 19, -45, 23, 11, 24, 44, -18, -29, 87, 98, -61, 49, -18, 30, 15, 44, 73, -67, 25, 71, -20, -90, 63, -100, -55, 72, 100, 34, -14, -86, -61, 57, -55, -89, -82, -51, -51, 0, 27, -18, 67, 99, 0, -48, 51, 22, -40, -76, 20, -63, -77, -91, -7, -33, -15, 99, 46, -52, -85, 87, 26, 92, -74, 34, -67, 93, 68, 87, -82, -60, 33, -39, 10, 98, 59, -44, 3, 90, -78, -87, 21, -82, -2, 37, 50, -99, 27, -13, 72, -61, -27, 59, -69, -14, 79, -90, -7, 50, -31, -50, 37, 49, 23, 99, -74, -33, 63, 86, -87, 53, 22, -43, -44, -25, 96, -14, -74, -3, 100, 2, 40, 43, -16, 21, -69, 49, -34, 90, 35, -48, 23, 24, 74, -58, -51, -29, -36, -14, 61, 50, -93, -83, 31, -87, -54, 70, 51, 99, 44, 51, 28, -4, -39, -17, 39, 55, 32, -9, 43, 62, 77, -64, -26, -48, -65, -59]
[39, 79, -62, -49, 71, -94, -47, 55, 83, 18, 60, 57, 57, 11, -87, -65, -68, -13, 29, 7, 66, -67, 42, -100, -15, -98, -83, 68, 95, 52, -80, 60, -55, -63, 53, 90, 4, -1, -42, -53, -32, 73, 2, 71, -40, 64, -79, -97, -70, 36, 8, -30, 66, -56, -17, -85, 67, 59, 5, 72, 93, 73, -56, -73, -95, -49, 52, -34, -85, -39, 3, 79, 19, 83, -97, -48, 82, 27, 19, -56, -100, -3, 74, -96, 0, -52, -62, 3, -27, -65, 89, 80, 92, 48, -82, -65, 91, -19, 92, -96, 25, -44, 79, -7, -58, 43, -38, -79, -89, -34, 9, 18, -13, -92, -25, -59, -69, -85, -1, -19, -80, 42, 0, 30, -81, -23, -56, -10, 39, 80, -88, -32, 56, 80, -51, 20, -81, 34, 46, -70, 17, -31, 37, 23, -68, -67, -93, -90, 20, -27, -30, -41, 100, 96, -97, -20, 61, -89, -53, 81, 97, -99, -66, 20, -44, 33, 39, 2, 18, -48, -42, -48, -45, -73, 3, 70, 60, -88, -88, 73, 6, -8, -77, 28, 54, 95, 48, -94, 36, 92, 33, 78, -66, -56, 80, 56, 12, -55, -16, -7]
[-53, -6, 72, 1, 34, -97, 97, 49, -71, 79, -63, 33, 28, 40, -77, 53, 59, -61, -81, 16, -96, 73, 50, -68, -31, -55, -39, -2, 62, 65, 24, 48, -87, 84, 52, -16, 3, 88, 59, -45, -93, -50, -28, 83, -46, 15, -21, -88, -27, -52, 85, 55, -39, -16, -99, 7, -3, 78, 37, -40, 97, 4, -35, -7, 77, 45, -93, -28, 57, 19, -74, 53, -87, -24, -70, -91, 38, -30, -85, 99, -31, -56, 76, -4, -86, 15, 60, -33, 4, -97, -100, 61, 61, -34, 8, -13, 41, -48, 52, -16, -54, 100, -68, -95, -28, 89, -96, -64, 9, -4, 12, 8, 15, -38, -23, 85, -70, -90, -78, 49, 41, 64, 76, -67, 72, 28, 99, -34, 8, 71, 10, 33, -43, -7, 89, 82, -98, 100, 78, -93, -98, 27, -78, 5, -56, 94, -42, 85, 60, 90, 34, -6, 6, -29, -5, -5, 42, -35, 96, 79, 88, 1, 76, -16, -90, -43, -5, 24, 51, 28, 83, -30, 53, 3, 39, 56, -5, 34, -12, 69, 66, 81, -29, -99, 73, -78, -16, -69, -31, -29, -14, -60, -7, 45, -8, 35, 100, -18, -83, 1]
[80, -65, -86, 95, 100, -54, -29, 9, 33, 80, -3, 92, 10, -10, -64, 34, 14, 41, -4, -25, -86, 69, -67, -14, 21, -83, 52, 50, -16, 0, -19, 100, 43, -5, 100, -68, -18, -71, 98, -37, -39, -60, -87, -57, -58, -60, -36, -12, 80, 13, 42, 76, -74, 95, -8, -68, -33, -15, -57, -69, -79, 21, -48, 86, 23, 93, -6, 63, -43, -35, -50, 40, -32, -56, 42, 59, 42, -61, -59, -70, 6, -46, 30, 11, 82, 17, -90, 0, -1, 42, 39, -12, -93, 79, -5, -22, -29, -14, -56, 0, 46, -30, -78, 47, -27, 14, -67, -84, 67, 23, -8, 87, 76, -91, -65, 44, 44, 83, -54, -2, -54, 92, -57, 7, 97, -97, 43, -99, -25, 40, -68, -42, 68, -91, -48, 31, -49, 15, -87, 3, -56, 48, 0, -61, 21, -79, 95, 58, 67, -32, -63, 62, 80, 26, 57, 54, 23, 45, -45, -93, -21, 84, -48, -94, 80, 1, 75, 6, -28, 99, -21, 32, 89, -10, 47, -2, -71, 41, 10, -52, 69, 100, 81, -20, 87, -74, 41, -95, 9, -71, -47, 45, 79, 23, 51, -53, 33, -23, 4, 95]
[-56, -4, -29, -9, 57, 98, -86, 5, -11, -25, 67, 72, -37, -31, -90, -44, 11, 10, 93, -66, -31, 98, -18, 57, 34, 32, -7, -44, -89, -26, -1, 34, -5, -42, -50, 88, -82, -18, -49, 79, -13, 83, 97, -72, 39, 27, -81, 23, -64, -69, -73, -28, -62, 61, 22, -27, 41, 78, -67, 58, -28, 78, 38, 2, 22, -71, 57, -60, -88, 53, -25, 0, -11, -73, -52, 63, 27, -53, -28, -99, 32, -99, 46, 68, 20, -56, -15, 63, 53, 99, -45, -37, -63, 86, 96, -50, 48, 70, -53, 59, -87, 4, -38, 49, 73, -68, 45, -8, -35, -84, 22, 74, 19, -57, 47, 21, -93, -40, -48, 25, -16, 39, -61, -72, 40, 42, 35, 35, -45, -9, -54, -24, -6, -3, 69, -77, -35, -21, -23, 75, 13, -81, 14, -3, -98, 36, -15, 57, 15, -5, -71, 87, -16, -3, -65, 41, 76, 58, 39, 8, -85, -53, 69, 28, -40, 69, 35, -36, 8, -15, 62, -91, -20, -94, -22, 92, -62, -39, -47, -38, 17, 85, -44, 3, 75, -87, 37, 56, -4, -12, 36, 49, 18, 97, 6, -28, 47, 58, 53, -95]
[-29, 16, 3, -20, 57, 6, -52, -14, 30, 55, -80, 68, 75, -24, 30, 32, 30, -36, 74, 55, 19, 14, 33, 3, -94, 61, 32, -31, -14, 52, -96, -73, 20, 28, 36, -17, 97, 64, 14, 1, -99, -85, -67, -90, -98, 49, 94, -24, 28, -91, -87, -20, -36, -55, -73, -90, -15, -24, -80, -68, -64, -3, 52, 25, 29, 57, -38, -8, -50, -64, 67, -96, -35, -58, 65, -36, -4, 19, 64, -7, -5, -62, 20, -18, -70, 49, 74, 60, -12, 96, 0, -22, -44, 20, -38, -87, -6, 58, 28, 52, 96, 17, -26, -59, -33, 83, -64, 4, -3, 46, -61, -89, -8, -24, 45, -93, -92, 30, 2, 33, -10, 0, -49, -69, -50, -67, -69, -68, -9, 96, 5, -98, -31, 95, -59, -7, -11, 21, -90, 3, -80, 14, 85, 60, 39, 56, 17, 13, 34, 1, 57, 54, 74, 16, 47, -4, -6, 62, 13, -38, 81, 74, -30, -82, 14, 9, 10, -82, -58, 32, -80, -62, 55, -14, -72, -29, 24, -88, 98, -5, -81, -17, -89, 43, 46, -26, 87, 13, -81, -7, -24, 9, 13, -17, -92, 93, 51, 38, 56, 89]
[-7, -4, -91, -35, 10, -38, 51, 81, -85, -58, 58, 9, -96, 52, 88, 53, -5, -8, -91, 84, -83, -72, 54, 93, -2, 40, 10, -39, 91, -72, 43, 50, 91, 11, -19, -19, -53, -19, 49, 85, 18, 98, 70, -46, 94, -23, -2, 98, 17, 75, 74, 94, -26, 74, 14, -37, -32, 54, -55, 70, 7, -73, 72, 74, -64, -84, 39, -40, -71, 67, 27, 54, 45, -96, 37, -85, 61, 3, 56, 45, -56, 99, 39, 20, -43, -1, -5, 97, -15, 68, -79, -13, -96, 10, -53, -1, -59, -13, -72, 92, 34, -63, -66, -38, 34, 59, -1, -21, -34, -29, -94, 43, 28, 30, -99, -12, 12, 24, 20, 33, -42, 66, 62, -26, -63, -48, 45, -67, -67, -80, 47, 48, -65, -76, -81, 27, 8, -22, 47, -2, -20, -42, 8, -5, 30, 68, -48, -59, -53, 75, -60, -2, 14, 86, 7, -4, -9, 57, -36, 28, -1, 2, 17, 31, -94, -83, -24, 35, -35, 22, -23, -37, 72, -87, 59, -24, 71, -57, 94, 3, -18, -76, 82, 34, 100, -14, 48, 76, -61, 69, 43, 49, -5, 8, 39, -88, -70, 66, 43, 29]
