[25, 41, -18, -97, -95, 40, -54, 43, 63, -27, -62, 38, -75, 30, 35, 42, 70, 9, -48, 55, -95, -92, -84, -4, -71, -98, 79, -21, 1, -65, 52, 60, 94, 24, -92, -87, -70, 67, 90, -9, -99, 99, -32, 92, 58, -33, -65, 31, 32, 23]
[-10, 48, -69, -63, -47, 50, 42, -63, -88, -76, 76, 22, 91, 25, 69, -42, 66, 51, -73, -53, 99, 18, -92, -58, 79, 12, 99, -57, -22, 58, -1, 6, -10, 9, -89, 70, 2, 94, -28, 2, -30, -91, 30, 59, -41, -85, 84, 65, -93, -76]
[-19, 75, -56, 34, -66, 49, 94, -100, 17, 67, -5, -92, -56, 97, -85, 48, 16, 77, 86, -77, -31, 1, -99, 41, 59, 91, -10, -2, 73, -37, 30, -83, 8, -84, -76, 55, -57, -82, -74, -86, -61, 17, 63, 85, -66, -74, -11, -92, -65, 81]
[-3, 78, 28, -6, 94, 18, -38, -20, 48, -95, -92, 7, 87, 93, 84, -10, -18, -57, -29, 2, -37, 84, 88, -74, 18, 25, -41, -10, -3, 64, -78, 53, 10, 51, -33, -10, 29, 60, 97, -66, -43, -99, 81, 87, 18, 44, -16, -14, 29, 1]
[-78, -22, -74, 52, -83, 29, 9, 11, -38, -58, 48, -81, 49, 98, -3, -19, 6, -42, -99, 65, 79, -42, 39, 99, 73, 80, 37, 48, 43, 54, 73, 81, 88, -17, 22, 43, 80, -64, -38, -99, -11, -64, 14, 99, -99, 29, -93, -36, 88, 95]
[-17, -88, 99, -7, 50, 16, 1, -80, 96, 74, 51, -52, -77, -19, -5, -56, 1, -36, 29, 43, 7, 18, -89, -91, 78, -70, -86, 51, 1, -86, -7, -25, 25, 10, 5, 63, -62, 16, 98, -16, -68, 98, -74, -34, 0, -90, 94, -9, -98, -33]
[38, 46, -60, -89, -60, 46, 16, 82, -38, -87, 40, -10, 69, -42, -40, -31, -54, -2, 92, -63, -89, 80, 88, 100, 28, -31, 17, -20, -82, -12, -71, 67, 26, -60, -52, 24, 0, 93, 60, -11, -60, 84, 61, -39, 42, 20, 12, -85, -34, -61]
[-65, 97, -100, -63, 62, 62, -38, -58, 89, -71, 33, 45, -34, -8, -12, 54, 34, -14, -4, -99, 29, -47, 38, 37, 89, -7, 34, -65, 82, 85, -46, -34, -9, -67, -54, 15, -10, 9, -36, 21, -60, 33, -70, 73, 13, -27, 26, -36, -29, 47]
[82, 42, 79, -73, -18, 93, -23, 83, -20, -43, 98, -42, -38, -8, 25, 15, 84, 66, -32, 26, -73, 73, 96, 54, -68, -16, -14, 59, 58, 72, -6, 26, 11, 95, 77, -92, -57, -39, 14, -86, 59, -64, 100, -44, -9, -68, -39, 90, 81, 44]
[-76, -65, -32, -20, -95, 64, 21, 49, 63, 46, 27, 71, -48, 13, -19, 5, -24, -88, -49, -18, -75, 54, -9, 59, 90, 95, -42, 0, -8, 45, -68, -79, -16, -91, -57, -26, 30, -7, 71, -31, 21, 92, -80, -99, -75, 44, -92, -47, -62, -16]
[87, -6, -65, -49, 90, -80, -30, -9, 88, 45, 85, -13, 50, 92, -31, -87, 31, 56, -54, -3, 25, -72, -22, -71, -54, -39, -31, -6, 9, 29, 69, 61, 1, -100, -26, -90, -45, 26, -98, -20, 73, -35, -56, -16, 61, -73, 15, -9, 17, -6]
[42, 34, -78, 62, -61, 45, -3, -94, -90, -21, -75, 14, -23, -23, 80, 82, 98, -13, -7, 87, -61, 11, 18, 64, -31, 70, -60, -20, -44, -66, 0, 94, 67, 3, 50, 98, -67, -85, 70, -17, 91, 62, -73, 74, 67, -36, -39, -65, 68, 31]
[-19, 65, 37, -20, 67, -39, 95, -95, 27, 65, -94, 52, -11, -16, -99, 82, -92, 81, -95, -9, -42, 65, -10, -87, -8, 28, -28, -97, -31, -67, -24, 45, 44, -32, 47, 23, -60, 89, 40, 33, 38, 4, -98, -71, 56, 71, 31, 50, 4, 1]
[41, -20, 41, 94, -14, -1, -74, -23, -58, -55, -11, -36, 50, -80, 0, -65, 63, 42, -10, -8, -67, 85, 11, -95, -38, 82, -68, 37, -24, -89, 1, 61, -93, -39, -65, -34, 40, -59, 94, 71, -94, -27, 24, -23, 43, -6, 0, -60, 70, 88]
[-44, -30, -56, -73, 19, 60, 34, -21, 43, -65, -38, -96, -51, -92, 70, -72, -67, -16, -91, 93, 96, 94, -3, -19, -98, -90, 88, 52, -92, 11, 6, -4, 96, -57, 59, -17, 69, -63, -71, 51, -54, -3, 19, -76, -43, -69, 41, -66, -7, 26]
[85, -72, 66, -41, -79, 1, 19, 90, 1, 63, 68, 21, 75, 26, -28, 12, 48, -25, -4, 83, -24, -28, 71, 91, -55, 77, -49, 16, -21, -66, 12, 57, 97, 62, 26, -73, -33, -99, -13, -46, 34, -56, -96, -13, -1, -56, 82, 30, -5, 58]
[-52, -56, 2, -42, -36, -39, 16, -25, -99, -13, 24, 100, 63, -88, -55, 67, 38, -30, -22, -55, 48, 38, -66, 0, 93, -14, -26, 80, -92, -75, 66, 75, 38, -43, 49, -98, -93, -50, 44, 81, -59, -95, -20, 56, -18, 71, -86, -55, 58, 29]
[34, -8, -9, 38, -4, -94, 29, 63, 58, -46, 33, 31, 89, 71, -31, 42, 53, -48, 65, -15, 79, -82, 71, 9, 12, 92, 45, -91, -88, -91, 10, -39, -74, 18, -72, 62, -60, -66, 9, -29, 90, 64, 91, 74, 72, 18, -25, 75, 98, 40]
[-2, 31, 54, 7, -38, -5, 77, -90, 65, -97, 30, -46, -45, -75, -65, -56, -99, -3, 0, 3, 74, -49, -17, -27, 59, -83, -9, 17, 17, -82, -81, 29, 50, -31, 87, 71, 7, 58, 10, -3, -56, 27, -55, -55, -40, 99, -57, 3, -34, -97]
[-60, -40, -85, 20, 98, -24, 90, -41, 99, -36, 5, 61, -57, 33, 14, 62, 57, -5, -39, -42, -86, -17, 86, -89, 60, -90, -3, -91, 38, 98, -88, 21, -81, 71, 60, 18, -12, 55, 83, -36, -21, 48, -84, 49, -90, -53, 1, 11, -96, 69]
[-20, 27, 6, 55, 19, 80, -40, -69, 18, 53, 46, -72, -10, 11, 32, 82, -35, -15, 95, 67, -26, 0, -90, 74, -3, -81, 73, 72, -1, -19, -46, 75, 80, 48, 20, -24, 56, -90, 50, 58, -77, -62, -36, 6, -49, -88, -30, -23, -12, 34]
[55, -31, 46, 76, 88, 96, 2, -74, 10, 1, -61, 92, -33, -9, 99, -8, 97, 55, -53, 26, -26, 57, -98, 69, -52, 89, 12, 11, -5, -36, 92, 23, -81, -6, -24, -19, 44, -56, 97, 69, -74, -23, -92, 14, -75, -82, -55, 13, 53, -73]
[41, -85, 40, 7, 67, -7, -70, 8, 39, 95, -26, 39, -56, -36, 32, 52, -85, -85, 78, 12, -58, -42, 66, -56, -25, 96, -22, 18, -17, -13, 86, -40, -23, -46, 82, 95, -65, 24, -68, -95, -42, 67, 98, 57, 80, -63, -96, 32, 58, -79]
[-80, 19, 61, 53, 33, -11, -67, -32, -61, -53, 31, 37, -31, -87, -48, 3, -9, -75, 31, -88, -49, -22, -81, -83, -10, 73, 64, -77, 54, -66, 61, 87, -21, 70, -85, 91, 72, 63, -63, -90, 31, -97, -54, 38, 0, 18, 78, 79, -47, -67]
[19, 27, 16, -30, 87, -30, -18, -66, 74, 83, 37, -19, -71, -80, 19, -77, 72, -22, -90, -91, 53, 86, 48, 2, -8, -14, -88, 33, -3, -47, -41, 100, -45, 19, 42, 91, 37, -10, 41, 98, -80, -77, -87, -22, -1, 49, 39, -46, -11, 51]
[30, 77, -17, -1, 14, -89, 38, -91, 73, -51, 29, -21, -89, 60, -70, 43, 57, 25, 80, 27, -29, -53, -27, 38, -52, -34, 91, 28, -100, 56, -71, 10, 85, -10, -62, 21, 82, 16, -31, -78, -4, 32, 11, -8, 74, 95, 49, -81, 55, 71]
[-63, -35, 66, -51, -46, -83, -22, -59, 83, -9, 46, 93, -21, -74, 31, -97, -18, 87, 72, 56, -29, -66, 3, -74, -43, -3, 71, -98, 26, -9, -27, -53, -6, -100, -21, -99, 66, 80, 4, -70, 24, -26, 66, -74, 5, -53, -54, 94, -12, -82]
[-62, 61, 8, -75, 82, -45, 44, 29, 28, 82, 18, -45, 98, 28, -55, 79, -65, -24, 63, -93, 72, -84, 77, 77, -32, 3, 97, -90, -10, 49, 22, 4, 77, -41, -96, 82, -6, 76, -3, 17, -3, -36, 91, 96, -30, 15, -48, -27, -52, 11]
[31, -24, -1, 15, 54, 22, 61, -24, -87, -93, 76, -50, 73, 55, -37, -84, -88, 83, -73, 41, 75, 49, -90, 74, -52, -4, 1, -74, -82, -82, 97, 33, -6, 45, -99, 35, 68, 24, 3, -44, -13, -4, -2, -42, -15, -91, -99, -37, 79, 32]
[48, -72, 96, 89, -61, -27, 36, -17, -8, 100, 89, 87, -32, 69, -86, -26, -90, -38, 74, -53, 5, 34, -61, 33, 94, 89, 62, -51, 27, 25, 0, -57, 8, 26, 17, -42, -100, 13, 53, -11, -95, 11, -8, -60, -29, 75, 4, -62, 21, -100]
[-32, 68, -1, 24, 61, 53, -24, 8, -25, 61, 60, -39, -74, 74, 48, -82, 7, 93, -6, 35, -6, -32, 62, -58, 77, -89, 30, -79, -53, 77, -77, 9, -56, -10, -2, 95, -89, -14, 50, -25, 92, 63, -17, -19, 64, -1, 87, 26, 80, -25]
[64, 18, -79, -13, 0, -57, -84, 1, -27, 1, -57, -57, 38, -24, -79, 8, -32, -67, 2, -87, -38, -37, 63, 50, 49, 41, -79, -93, -33, -64, 77, 22, -86, 14, 18, -60, -59, 32, -48, 3, 12, 62, 76, -90, 33, -70, -9, 7, 63, -45]
[-66, 45, 61, 65, 29, 83, -99, -32, 7, -42, -77, 98, 72, 16, 24, -41, -17, -4, -12, -20, 12, 48, -28, -29, 57, -97, -14, -32, -97, -24, 86, 13, 49, -73, -15, -20, 6, 30, 93, 61, 61, -76, -82, -94, 78, 68, -95, 27, -97, -83]
[69, -60, 39, -56, 36, -84, 73, 26, 50, 10, 54, -2, 20, -93, 76, -56, -52, 85, 66, 18, -58, -32, -81, 19, -33, 51, -84, 65, 45, 82, -68, 87, -7, 8, 73, 43, -14, -78, -38, -16, -97, -67, -47, 74, -60, 58, -53, 58, -46, 70]
[-32, 24, -16, 36, -86, 48, 15, -34, 10, 66, -99, -47, -72, -4, -66, 54, 90, -28, 17, -74, -61, 27, -95, 86, 2, 76, -59, -53, 48, -56, 38, -35, -64, -54, -54, 19, -87, 38, 53, 63, -7, -56, -96, 94, -76, -74, 48, -21, -10, 2]
[47, -26, -31, 74, 81, -77, 63, 37, 86, -84, -77, 37, 72, -20, 25, 81, 10, -95, -70, -77, -75, 83, -9, 48, -54, 66, 9, -33, 8, 40, -1, -18, 56, 2, -76, 73, -57, -26, -84, -73, 82, -74, 94, 47, 88, -90, -34, -50, 7, 26]
[11, 0, -92, 56, 63, 44, -87, 52, -72, 45, 73, -75, -24, -94, 27, 5, 26, 85, 91, 36, -34, 10, 2, 94, 97, -52, -34, 0, 85, -3, 29, -58, 39, -57, 17, 69, 65, 3, 100, 45, -22, -64, 28, -76, -15, -28, 23, 48, -30, 48]
[52, 83, -10, 42, -28, 72, 81, 68, -47, 54, 30, 54, -20, 3, -16, -78, 67, 89, 47, -97, 58, -17, -30, 62, 6, -22, -22, 76, 20, -40, -42, -19, 61, -97, 4, -42, -32, -33, -84, -63, -48, 42, -30, 27, -45, -2, 95, 21, -60, 44]
[12, 13, -49, 69, 29, -48, 62, -56, 8, -100, -64, -8, 57, 19, -59, 100, 43, -56, -54, -92, -65, -84, 8, -21, -35, 70, 62, 77, 92, 62, 13, 39, -6, 37, -11, -30, -90, -23, -86, 39, -39, 39, -95, 71, -1, 33, 65, 55, -28, 88]
[-84, 67, 97, 19, 31, 6, -4, -97, 49, 0, -39, -95, -8, -99, -80, 33, -25, -14, 66, -33, -59, 49, -58, -60, 3, 56, -58, -50, 72, 81, -47, 37, 92, -36, -81, -53, -87, 95, -6, -99, -29, 95, 63, 12, 82, -57, 37, -43, 1, 46]
